Symptoms,Diagnosis,Differential Diagnosis,Advise,Image analysis,
UNADRedwhiteGNADMNADPiNADSNOYESHnoRetromolararea,CANDIDIASIS,SPECKLED LEUKOPLAKIA, TRAUMATICULCER ,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST ,
UNADRedwhiteGNADMNADPiNADSNOYESHnoFloor,CANDIDIASIS,SPECKLED LEUKOPLAKIA, TRAUMATICULCER ,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST ,
UNADRedwhiteGNADMNADPiNADSNOYESHnoDorsumtongue,CANDIDIASIS,SPECKLED LEUKOPLAKIA, TRAUMATICULCER ,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST ,
UNADRedwhiteGNADMNADPiNADSNOYESHnoLateraltongue,CANDIDIASIS,SPECKLED LEUKOPLAKIA, TRAUMATICULCER ,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST ,
,,,,,
,,,,,
IrregularL1L2RedGNADMNADPiNADSharpYESHnoBsulcus,TRAUMATICULCER ,SPECKLED LEUKOPLAKIA,ADVISE SYMPTOMATIC TREATMENT, OBSERVE SHARP TEETH, REFER TO A SPECIALIST
IrregularL1L2RedGNADMNADPiNADSharpYESHnoBmucosa,TRAUMATICULCER ,SPECKLED LEUKOPLAKIA,ADVISE SYMPTOMATIC TREATMENT, OBSERVE SHARP TEETH, REFER TO A SPECIALIST
IrregularL1L2RedGNADMNADPiNADSharpYESHnoLip,TRAUMATICULCER ,SPECKLED LEUKOPLAKIA,ADVISE SYMPTOMATIC TREATMENT, OBSERVE SHARP TEETH, REFER TO A SPECIALIST
IrregularL1L2RedGNADMNADPiNADSharpYESHnoGingiva,TRAUMATICULCER ,SPECKLED LEUKOPLAKIA,ADVISE SYMPTOMATIC TREATMENT, OBSERVE SHARP TEETH, REFER TO A SPECIALIST
IrregularL1L2RedGNADMNADPiNADSharpYESHnoLateraltongue,TRAUMATICULCER ,SPECKLED LEUKOPLAKIA,ADVISE SYMPTOMATIC TREATMENT, OBSERVE SHARP TEETH, REFER TO A SPECIALIST
IrregularL1L2RedGNADMNADPiNADSharpYESHnoDorsumtongue,TRAUMATICULCER ,SPECKLED LEUKOPLAKIA,ADVISE SYMPTOMATIC TREATMENT, OBSERVE SHARP TEETH, REFER TO A SPECIALIST
IrregularL1L2RedGNADMNADPiNADSharpYESHnoFloor,TRAUMATICULCER ,SPECKLED LEUKOPLAKIA,ADVISE SYMPTOMATIC TREATMENT, OBSERVE SHARP TEETH, REFER TO A SPECIALIST
IrregularL1L2RedGNADMNADPiNADSharpYESHnoRetromolararea,TRAUMATICULCER ,SPECKLED LEUKOPLAKIA,ADVISE SYMPTOMATIC TREATMENT, OBSERVE SHARP TEETH, REFER TO A SPECIALIST
IrregularL1L2RedGNADMNADPiNADSharpYESHnoPalate,TRAUMATICULCER ,SPECKLED LEUKOPLAKIA,ADVISE SYMPTOMATIC TREATMENT, OBSERVE SHARP TEETH, REFER TO A SPECIALIST
,,,,,
,,,,,
IrregularL1L2RedwhiteGNADMNADPiNADSharpYESHnoBmucosa,TRAUMATICULCER ,SPECKLED LEUKOPLAKIA,ADVISE SYMPTOMATIC TREATMENT, OBSERVE SHARP TEETH, REFER TO A SPECIALIST
IrregularL1L2RedwhiteGNADMNADPiNADSharpYESHnoBsulcus,TRAUMATICULCER ,SPECKLED LEUKOPLAKIA,ADVISE SYMPTOMATIC TREATMENT, OBSERVE SHARP TEETH, REFER TO A SPECIALIST
IrregularL1L2RedwhiteGNADMNADPiNADSharpYESHnoPalate,TRAUMATICULCER ,SPECKLED LEUKOPLAKIA,ADVISE SYMPTOMATIC TREATMENT, OBSERVE SHARP TEETH, REFER TO A SPECIALIST
IrregularL1L2RedwhiteGNADMNADPiNADSharpYESHnoLip,TRAUMATICULCER ,SPECKLED LEUKOPLAKIA,ADVISE SYMPTOMATIC TREATMENT, OBSERVE SHARP TEETH, REFER TO A SPECIALIST
IrregularL1L2RedwhiteGNADMNADPiNADSharpYESHnoRetromolararea,TRAUMATICULCER ,SPECKLED LEUKOPLAKIA,ADVISE SYMPTOMATIC TREATMENT, OBSERVE SHARP TEETH, REFER TO A SPECIALIST
IrregularL1L2RedwhiteGNADMNADPiNADSharpYESHnoFloor,TRAUMATICULCER ,SPECKLED LEUKOPLAKIA,ADVISE SYMPTOMATIC TREATMENT, OBSERVE SHARP TEETH, REFER TO A SPECIALIST
IrregularL1L2RedwhiteGNADMNADPiNADSharpYESHnoDorsumtongue,TRAUMATICULCER ,SPECKLED LEUKOPLAKIA,ADVISE SYMPTOMATIC TREATMENT, OBSERVE SHARP TEETH, REFER TO A SPECIALIST
IrregularL1L2RedwhiteGNADMNADPiNADSharpYESHnoLateraltongue,TRAUMATICULCER ,SPECKLED LEUKOPLAKIA,ADVISE SYMPTOMATIC TREATMENT, OBSERVE SHARP TEETH, REFER TO A SPECIALIST
IrregularL1L2RedwhiteGNADMNADPiNADSharpYESHnoGingiva,TRAUMATICULCER ,SPECKLED LEUKOPLAKIA,ADVISE SYMPTOMATIC TREATMENT, OBSERVE SHARP TEETH, REFER TO A SPECIALIST
,,,,,
UNADRedwhiteGNADMNADDarkSNOYESHnobBmucosa,CANDIDIASIS,SPECKLED LEUKOPLAKIA, INFLAMATORY LESION,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST ,
UNADRedwhiteGNADMNADDarkSNOYESHnobBsulcus,CANDIDIASIS,SPECKLED LEUKOPLAKIA, INFLAMATORY LESION,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST ,
UNADRedwhiteGNADMNADDarkSNOYESHnoPalate,CANDIDIASIS,SPECKLED LEUKOPLAKIA, INFLAMATORY LESION,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST ,
UNADRedwhiteGNADMNADDarkSNOYESHnoRetromolararea,CANDIDIASIS,SPECKLED LEUKOPLAKIA, INFLAMATORY LESION,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST ,
UNADRedwhiteGNADMNADDarkSNOYESHnoLip,CANDIDIASIS,SPECKLED LEUKOPLAKIA, INFLAMATORY LESION,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST ,
UNADRedwhiteGNADMNADDarkSNOYESHnoGingiva,CANDIDIASIS,SPECKLED LEUKOPLAKIA, INFLAMATORY LESION,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST ,
UNADRedwhiteGNADMNADDarkSNOYESHnoFloor,CANDIDIASIS,SPECKLED LEUKOPLAKIA, INFLAMATORY LESION,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST ,
UNADRedwhiteGNADMNADDarkSNOYESHnoDorsumtongue,CANDIDIASIS,SPECKLED LEUKOPLAKIA, INFLAMATORY LESION,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST ,
UNADRedwhiteGNADMNADDarkSNOYESHnoLateraltongue,CANDIDIASIS,SPECKLED LEUKOPLAKIA, INFLAMATORY LESION,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST ,
,,,,,
,,,,,
UNADRedwhiteGNADMNADPiNADSNOYESHnoBmucosa,CANDIDIASIS,SPECKLED LEUKOPLAKIA, INFLAMATORY LESION,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST ,
UNADRedwhiteGNADMNADPiNADSNOYESHnoBsulcus,CANDIDIASIS,SPECKLED LEUKOPLAKIA, INFLAMATORY LESION,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST ,
UNADRedwhiteGNADMNADPiNADSNOYESHnoPalate,CANDIDIASIS,SPECKLED LEUKOPLAKIA, INFLAMATORY LESION,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST ,
UNADRedwhiteGNADMNADPiNADSNOYESHnoFloor,CANDIDIASIS,SPECKLED LEUKOPLAKIA, INFLAMATORY LESION,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST ,
UNADRedwhiteGNADMNADPiNADSNOYESHnoLateraltongue,CANDIDIASIS,SPECKLED LEUKOPLAKIA, INFLAMATORY LESION,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST ,
UNADRedwhiteGNADMNADPiNADSNOYESHnoDorsumtongue,CANDIDIASIS,SPECKLED LEUKOPLAKIA, INFLAMATORY LESION,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST ,
UNADRedwhiteGNADMNADPiNADSNOYESHnoLip,CANDIDIASIS,SPECKLED LEUKOPLAKIA, INFLAMATORY LESION,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST ,
UNADRedwhiteGNADMNADPiNADSNOYESHnoGingiva,CANDIDIASIS,SPECKLED LEUKOPLAKIA, INFLAMATORY LESION,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST ,
UNADRedwhiteGNADMNADPiNADSNOYESHnoRetromolararea,CANDIDIASIS,SPECKLED LEUKOPLAKIA, INFLAMATORY LESION,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST ,
,,,,,
new additions  2825,,,,,
,,,,,
IrregularM1M2RedIrregularM1MarblewhitePiNADSNOYes MouthHnoBmucosa,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhitePiNADSNOYes MouthHnoBsulcus,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhitePiNADSNOYes MouthHnoPalate,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhitePiNADSNOYes MouthHnoFloor,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2WhiteIrregularM1MarblewhitePiNADSNOYes MouthHnoLateraltongue,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhitePiNADSNOYes MouthHnoDorsumtongue,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhitePiNADSNOYes MouthHnoLip,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhitePiNADSNOYes MouthHnoGingiva,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhitePiNADSNOYes MouthHnoRetromolararea,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhitePiNADSharpYes MouthHyesBmucosa,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhitePiNADSharpYes MouthHyesBsulcus,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhitePiNADSharpYes MouthHyesPalate,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhitePiNADSharpYes MouthHyesFloor,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhitePiNADSharpYes MouthHyesLateraltongue,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhitePiNADSharpYes MouthHyesDorsumtongue,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhitePiNADSharpYes MouthHyesLip,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhitePiNADSharpYes MouthHyesGingiva,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhitePiNADSharpYes MouthHyesRetromolararea,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhiteDarkSNOYes MouthHnoBmucosa,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhiteDarkSNOYes MouthHnoBsulcus,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhiteDarkSNOYes MouthHnoPalate,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhiteDarkSNOYes MouthHnoFloor,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhiteDarkSNOYes MouthHnoLateraltongue,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhiteDarkSNOYes MouthHnoDorsumtongue,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhiteDarkSNOYes MouthHnoLip,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhiteDarkSNOYes MouthHnoGingiva,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhiteDarkSNOYes MouthHnoRetromolararea,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhiteDarkSharpYes MouthHyesBmucosa,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhiteDarkSharpYes MouthHyesBsulcus,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhiteDarkSharpYes MouthHyesPalate,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhiteDarkSharpYes MouthHyesFloor,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhiteDarkSharpYes MouthHyesLateraltongue,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhiteDarkSharpYes MouthHyesDorsumtongue,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhiteDarkSharpYes MouthHyesLip,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhiteDarkSharpYes MouthHyesGingiva,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedIrregularM1MarblewhiteDarkSharpYes MouthHyesRetromolararea,ORAL SQUAMOUS CELL CARCINOMA,TRAUMATICULCER & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedGNADMarblewhitePiNADSNOYes MouthHnoBmucosa,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedGNADMarblewhitePiNADSNOYes MouthHnoBsulcus,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedGNADMarblewhitePiNADSNOYes MouthHnoPalate,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedGNADMarblewhitePiNADSNOYes MouthHnoFloor,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedGNADMarblewhitePiNADSNOYes MouthHnoLateraltongue,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedGNADMarblewhitePiNADSNOYes MouthHnoDorsumtongue,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedGNADMarblewhitePiNADSNOYes MouthHnoLip,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedGNADMarblewhitePiNADSNOYes MouthHnoGingiva,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedGNADMarblewhitePiNADSNOYes MouthHnoRetromolararea,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedGNADMarblewhitePiNADSharpYes MouthHyesBmucosa,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedGNADMarblewhitePiNADSharpYes MouthHyesBsulcus,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedGNADMarblewhitePiNADSharpYes MouthHyesPalate,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedGNADMarblewhitePiNADSharpYes MouthHyesFloor,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedGNADMarblewhitePiNADSharpYes MouthHyesLateraltongue,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedGNADMarblewhitePiNADSharpYes MouthHyesDorsumtongue,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedGNADMarblewhitePiNADSharpYes MouthHyesLip,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedGNADMarblewhitePiNADSharpYes MouthHyesGingiva,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedGNADMarblewhitePiNADSharpYes MouthHyesRetromolararea,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND TO STOP THE HABIT. FOLLOW UP IS MUST. REFER TO A SPECIALIST FOR ADVISE ON BIOPSY.,,
IrregularM1M2RedGNADMarblewhiteDarkSNOYes MouthHnoBmucosa,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedGNADMarblewhiteDarkSNOYes MouthHnoBsulcus,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedGNADMarblewhiteDarkSNOYes MouthHnoPalate,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedGNADMarblewhiteDarkSNOYes MouthHnoFloor,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedGNADMarblewhiteDarkSNOYes MouthHnoLateraltongue,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedGNADMarblewhiteDarkSNOYes MouthHnoDorsumtongue,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedGNADMarblewhiteDarkSNOYes MouthHnoLip,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedGNADMarblewhiteDarkSNOYes MouthHnoGingiva,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
IrregularM1M2RedGNADMarblewhiteDarkSNOYes MouthHnoRetromolararea,SPECKLED LEUKOPLAKIA,OSMF & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST. ADVISE BIOPSY.,,
